"set","x","y","group",".sample","target1","target2"
34,-1.59329482574027,-1.38205894163394,1,1,3,6
34,-1.83693900651107,0.180877988364137,2,1,3,6
34,-1.49046584081796,-2.0385328721222,1,1,3,6
34,-1.44413674700375,-0.250391248161323,2,1,3,6
34,1.52865195580768,1.27000183355166,3,1,3,6
34,-1.35284777442265,-0.657692512567845,1,1,3,6
34,-0.743997298011114,-1.10024565812105,1,1,3,6
34,-1.2582719157629,-1.21715376768635,1,1,3,6
34,-1.2119878828761,-0.872213409556823,1,1,3,6
34,1.53724218220927,1.28022571979679,3,1,3,6
34,-1.111670470112,-0.927575207563204,1,1,3,6
34,0.0925609050459332,0.677606711051747,4,1,3,6
34,-1.02577879254085,-0.565639493232563,1,1,3,6
34,-1.18264493020345,0.131228440128158,2,1,3,6
34,-0.796087063616979,-1.74971270399282,1,1,3,6
34,-1.42385694735822,0.0406838609338837,2,1,3,6
34,0.0926790370810444,0.628123052586405,4,1,3,6
34,-0.79691796121421,-1.10591648633014,1,1,3,6
34,0.336351995171476,0.463988733575716,4,1,3,6
34,-0.700416050798964,-0.0646925090282013,4,1,3,6
34,-0.652608205103722,-0.715630149840821,1,1,3,6
34,-0.608839687351837,-0.105798388157271,4,1,3,6
34,-0.566169585758585,-0.321004249547464,4,1,3,6
34,-0.51825563205559,0.603752637954441,4,1,3,6
34,-0.47641749136625,-1.25599698521427,1,1,3,6
34,-0.412965753632938,-0.284116329996213,4,1,3,6
34,-0.381146772164977,-0.322075951832488,4,1,3,6
34,-1.24465088867752,-0.273858907478995,2,1,3,6
34,1.18961975472059,1.62071406949837,3,1,3,6
34,0.632107494452096,-1.09870528745306,5,1,3,6
34,-0.191636221651452,0.7153449382229,4,1,3,6
34,-0.142608730348162,-0.065381761947417,4,1,3,6
34,1.4988520047793,1.98013272971129,3,1,3,6
34,-0.056743299102604,0.467230652714015,4,1,3,6
34,0.000813332886669373,-1.01378040512853,1,1,3,6
34,0.651713245230695,-0.615000110965566,5,1,3,6
34,0.688837044141419,-0.818270175958448,5,1,3,6
34,-0.974885982718091,0.265967507819511,2,1,3,6
34,0.179524186715086,1.16959803246682,4,1,3,6
34,0.225514392187319,0.581637206768951,4,1,3,6
34,-1.19722410114486,0.0474432121763678,2,1,3,6
34,0.320937371757638,0.593629143931775,4,1,3,6
34,-0.176114850185496,-1.31482647117656,1,1,3,6
34,0.407986459197598,0.367045987268554,4,1,3,6
34,1.81020813574189,1.26198812544346,3,1,3,6
34,0.513417365626957,-0.850248860939006,5,1,3,6
34,0.549196607251493,0.425275176461436,4,1,3,6
34,0.386565908437147,-0.38567808687254,5,1,3,6
34,1.19878360304829,1.59273000589364,3,1,3,6
34,0.68918489440102,0.355944953620355,4,1,3,6
34,-0.508673055609523,-1.47586108391188,1,1,3,6
34,0.790228284497188,0.585219151365938,4,1,3,6
34,0.837124622878087,0.615944208246834,4,1,3,6
34,-0.565675421161695,-1.60364734310399,1,1,3,6
34,-0.596187950310618,-1.3662894647002,1,1,3,6
34,-0.146113369351407,-1.18014402623454,1,1,3,6
34,0.303053900693483,0.580730906943028,4,1,3,6
34,-1.26926734796949,0.129641088310843,2,1,3,6
34,1.12061871055933,1.15880724662875,3,1,3,6
34,1.15530477785644,0.580571014680327,5,1,3,6
34,1.20832709264435,2.07356431743472,3,1,3,6
34,0.776123325552163,-0.327550553816732,5,1,3,6
34,1.30957499550853,1.16256501139267,3,1,3,6
34,-0.567181787231512,-1.19313838943706,1,1,3,6
34,1.39547330240551,0.280193272140545,5,1,3,6
34,1.44602466372118,1.89090446786154,3,1,3,6
34,0.422011570612361,1.24061219560581,4,1,3,6
34,1.52732876809218,0.13548681701367,5,1,3,6
34,-0.349226802651708,-1.00798029036728,1,1,3,6
34,0.0431287027652481,0.57750618143477,4,1,3,6
34,-0.757258717501844,-1.21788039345466,1,1,3,6
34,-1.55009586874971,-0.0927951007588038,2,1,3,6
34,1.3380967079243,1.6630735021941,3,1,3,6
34,1.81212376461654,1.62727594816942,3,1,3,6
34,1.86396996257257,-0.18578247107312,5,1,3,6
34,-1.59076243647396,-1.14403292032616,1,2,3,6
34,-1.55983203528572,-1.61294769953941,1,2,3,6
34,-0.55697518499604,0.614835497324133,2,2,3,6
34,-1.16684996853272,-0.560652279595987,1,2,3,6
34,-1.4288820744768,-0.730835868996061,1,2,3,6
34,-1.3745278693405,-0.999465348130406,1,2,3,6
34,-1.32840299146196,0.377864180932877,2,2,3,6
34,-1.28921664964328,-1.40128062505783,1,2,3,6
34,1.58011889381743,1.42711110626638,3,2,3,6
34,-0.0586700183433633,-1.55644651263861,4,2,3,6
34,-1.15941498750975,-0.966558003992232,1,2,3,6
34,-0.421558259410359,0.988131788403677,2,2,3,6
34,-1.08512734297675,-1.29936781410976,4,2,3,6
34,1.51531722919684,1.51042340425868,3,2,3,6
34,-0.988279352460586,-1.25601366206148,4,2,3,6
34,-0.499630127506873,0.331273565816577,2,2,3,6
34,-0.900723550418404,-1.38225108590557,4,2,3,6
34,-1.32673283657135,-0.889859950314178,1,2,3,6
34,-0.836063411018769,0.447805280839238,2,2,3,6
34,0.524831284405778,-0.141936762410073,5,2,3,6
34,-0.723206971358508,-1.86868507964203,4,2,3,6
34,-0.68774347851566,-0.089502150264605,2,2,3,6
34,-0.64239781913776,0.270260967963489,2,2,3,6
34,-1.37446735923465,0.248281900672982,2,2,3,6
34,-0.559884318794954,-0.689109480624128,4,2,3,6
34,1.30235232305644,1.1745298841855,3,2,3,6
34,-0.683529841280362,1.23534556030343,2,2,3,6
34,-0.161051593347458,-1.36936879597625,4,2,3,6
34,0.299325247698988,-1.45893753630745,4,2,3,6
34,-0.350637800479628,-0.729166509342657,4,2,3,6
34,-0.295014906387348,-0.211910416494341,2,2,3,6
34,-0.260496654237608,0.316297538755281,2,2,3,6
34,-0.211722770416935,-0.639146771176235,4,2,3,6
34,-0.679382714818151,0.548729855069962,2,2,3,6
34,1.43660264554565,1.35471482443675,3,2,3,6
34,1.31666506688406,0.746216247323648,5,2,3,6
34,-1.61816508953597,-0.931630989199772,1,2,3,6
34,0.00129869715128573,-1.29910815598152,4,2,3,6
34,0.0371226891972167,-0.982022939830209,4,2,3,6
34,1.15360574905666,-0.424997921349145,5,2,3,6
34,0.130085759078542,0.714509892427846,5,2,3,6
34,-1.43993798366178,-0.652882645253481,1,2,3,6
34,0.209874995966375,0.689464933933265,5,2,3,6
34,-0.256233591324937,-0.924286124746028,4,2,3,6
34,-1.20533023765976,0.561809003514579,2,2,3,6
34,0.345844817513443,0.309893595050761,5,2,3,6
34,0.390336583216697,1.00720400514027,5,2,3,6
34,0.46772497959517,-0.215932908084927,5,2,3,6
34,0.203706762583087,0.113343029375534,5,2,3,6
34,0.526369298233306,0.246276670780479,5,2,3,6
34,1.18902146200394,1.26231005157016,3,2,3,6
34,-0.19012093283933,-1.24227913612994,4,2,3,6
34,0.149929089778592,-1.27105240858616,4,2,3,6
34,0.685741583567373,-0.2160272074675,5,2,3,6
34,0.74049831035013,0.696221286456889,5,2,3,6
34,0.783362907819018,-0.408299083945092,5,2,3,6
34,-1.32067855606563,-1.52719170139656,1,2,3,6
34,0.863355521040515,0.769038640188978,5,2,3,6
34,1.22722410895606,0.893117363695375,3,2,3,6
34,1.22799433330781,1.00667310757745,3,2,3,6
34,0.993181082004677,0.203144534343369,5,2,3,6
34,1.04545710341912,1.72155642858228,3,2,3,6
34,-0.524184950411134,0.948504209497408,2,2,3,6
34,0.557167446226135,-0.307598798375245,5,2,3,6
34,1.17291278506154,1.71848166292508,3,2,3,6
34,1.20911055144291,0.465551493836948,5,2,3,6
34,1.2460302239456,1.68480119480456,3,2,3,6
34,-0.489916473281036,0.752594859706905,2,2,3,6
34,-1.18926791845547,-0.773195532850736,1,2,3,6
34,1.54979645480014,1.44267271767846,3,2,3,6
34,1.42065770419098,0.924541563826584,3,2,3,6
34,1.46699703740902,1.05140174660214,3,2,3,6
34,1.50797232137456,0.609738779391731,5,2,3,6
34,0.356380880983113,-0.704296776754681,5,2,3,6
34,1.60104712779304,1.49360522939679,3,2,3,6
34,-1.69827622728831,-1.70627177209355,1,3,3,6
34,-1.65573517982492,-1.33629595780782,1,3,3,6
34,-1.60071142408603,-0.209464101259028,2,3,3,6
34,-1.5554956453063,-1.21973975302798,1,3,3,6
34,-1.51036592679066,-1.19559305940607,1,3,3,6
34,-1.4649204842683,-1.85116775810066,1,3,3,6
34,-1.41674595817325,-0.557601670306639,2,3,3,6
34,-1.3792285069668,-0.448374770595771,2,3,3,6
34,-1.33824742873256,-2.09135895703785,1,3,3,6
34,-1.28959465802018,-0.887466501591403,1,3,3,6
34,-1.2409154784153,-0.979650301287303,1,3,3,6
34,-1.18714452432873,-1.44420622449568,1,3,3,6
34,-1.15736650403585,-1.28904907962077,1,3,3,6
34,-1.10006708089414,-0.253361865262764,2,3,3,6
34,-1.05861452164126,-0.116163845129667,2,3,3,6
34,-1.0179282513872,-1.00698217486451,1,3,3,6
34,-0.965010802928273,-1.82093556702083,1,3,3,6
34,-0.912540299548428,-0.946408093023255,1,3,3,6
34,-0.876409381028629,-0.877459128460702,1,3,3,6
34,-0.818517648877461,-0.258864917438965,3,3,3,6
