"set","x","y","group",".sample","target1","target2"
22,-1.67638161913432,-1.5242529045465,1,1,11,17
22,-0.839312890795155,0.825665205078106,2,1,11,17
22,-1.58181150943797,-1.59213243167621,1,1,11,17
22,-1.54600435841737,-1.41555574096247,1,1,11,17
22,1.65908954768205,1.86054982697273,3,1,11,17
22,-1.82165922807094,0.351193449196405,2,1,11,17
22,-1.41324745224458,-1.53781869834865,1,1,11,17
22,0.374611458086158,-0.53303027234637,4,1,11,17
22,-0.47636408273338,-1.31829731713387,1,1,11,17
22,0.5066249256105,-0.607374001270506,4,1,11,17
22,-1.22333473008955,-0.957585864787789,1,1,11,17
22,-1.17198680421823,-1.31437227833553,1,1,11,17
22,-1.13573500473125,-1.67750802734592,1,1,11,17
22,-1.09421545827788,-1.45501086920235,1,1,11,17
22,-1.16840296182284,0.642951680013815,2,1,11,17
22,-1.0003368490565,-0.716946802632937,1,1,11,17
22,-0.950581166167252,-0.97727916005892,1,1,11,17
22,-0.907140373419567,-0.866629135576968,1,1,11,17
22,-0.867220539965555,-0.707260746029187,1,1,11,17
22,-0.825928424556247,-0.831797811984427,1,1,11,17
22,-0.775651835122123,-0.389879278185518,1,1,11,17
22,0.70506162130746,0.119156723018344,4,1,11,17
22,-0.687216417509653,-0.669794323900872,1,1,11,17
22,1.46159422890131,1.36283396393508,3,1,11,17
22,-0.597689887774386,-0.366468793299091,1,1,11,17
22,0.588321033907272,0.206320772401218,4,1,11,17
22,-0.695639629902721,0.984361846213856,2,1,11,17
22,-0.45064763139611,0.170274141481093,4,1,11,17
22,-0.420808027205547,-0.145015719685157,4,1,11,17
22,-0.372769608209572,-0.135446844808789,4,1,11,17
22,1.35135031427654,0.685829368307292,3,1,11,17
22,0.61594491445984,-1.22670022228194,5,1,11,17
22,-1.45613407208337,0.976813278531946,2,1,11,17
22,0.896670068591094,-0.638256645798214,4,1,11,17
22,0.729621363808226,-0.320572738434994,4,1,11,17
22,-0.106281451358071,0.271842383909427,4,1,11,17
22,-0.0535477913549824,-0.276895261099515,4,1,11,17
22,-0.0130263021515302,-1.33347268069404,5,1,11,17
22,1.03913777678235,-0.59926223762031,4,1,11,17
22,-0.611661281266316,-0.79318689150088,1,1,11,17
22,0.129664708897615,-0.35001993270212,4,1,11,17
22,0.165627228695552,0.0227433812187476,4,1,11,17
22,0.223798668116283,0.484881143894444,4,1,11,17
22,0.255657650787038,0.460011807339568,4,1,11,17
22,-0.430806956475272,-0.693678162587861,1,1,11,17
22,-1.35411264994937,0.495802455672823,2,1,11,17
22,-1.03015976058169,0.144071278872561,2,1,11,17
22,-1.02203895925913,0.446365210260353,2,1,11,17
22,0.481984443352863,0.388479295571708,4,1,11,17
22,0.52570002618376,0.319598118029908,4,1,11,17
22,0.580167888039019,0.958202139397133,4,1,11,17
22,0.632156292043808,0.254100859824118,4,1,11,17
22,0.203872938338226,-1.65915060918269,5,1,11,17
22,-1.25740824677126,0.582938695270905,2,1,11,17
22,0.755742093231601,-0.697810880534161,4,1,11,17
22,0.517127045759876,-1.90449265650973,5,1,11,17
22,0.855818562646626,0.814636406163859,4,1,11,17
22,0.898563899649687,1.26400330937861,3,1,11,17
22,-1.30478597106297,0.218027003729338,2,1,11,17
22,0.991885057238585,1.26308412141157,3,1,11,17
22,1.03159279493284,0.375001411810372,4,1,11,17
22,1.078074209018,1.58275081661345,3,1,11,17
22,1.12445054557044,1.05542960978283,3,1,11,17
22,1.16199394825409,1.12918673655722,3,1,11,17
22,1.21446892896763,1.10739390299075,3,1,11,17
22,1.25354155973806,1.18527869974006,3,1,11,17
22,1.30320579375503,0.767349889335746,3,1,11,17
22,-0.817390200550807,1.25327307011279,2,1,11,17
22,1.38763346156105,1.41174649884343,3,1,11,17
22,1.43159132685113,1.87558289736245,3,1,11,17
22,1.30067268404273,1.39726900344918,3,1,11,17
22,0.0562402508285328,-1.58231929006779,5,1,11,17
22,1.57558496787108,0.591455789947404,3,1,11,17
22,1.62083857477185,1.62833950577465,3,1,11,17
22,0.471757330567704,-0.119520466283004,4,1,11,17
22,0.0850517003567574,-0.389969800509751,1,2,11,17
22,-1.42650278692618,-1.47124672132868,2,2,11,17
22,-1.45427778187821,-1.08866573685902,2,2,11,17
22,-1.50379473817161,-0.459224035830944,2,2,11,17
22,-1.46357866735977,-1.14623643960511,2,2,11,17
22,-1.41944859777847,-1.43772414123736,2,2,11,17
22,-1.37117337507306,-1.98269946402502,2,2,11,17
22,-1.31296260898227,-0.773139458333568,2,2,11,17
22,-0.532697514006586,1.11003544252899,3,2,11,17
22,0.551071359269327,0.574967800422221,4,2,11,17
22,-0.912740110119717,-1.0258818823747,1,2,11,17
22,0.825421554717529,1.06319048624799,4,2,11,17
22,-1.63261916289297,-1.65267203735521,2,2,11,17
22,-1.04249292915306,-1.28024629686203,1,2,11,17
22,-1.00100341255001,-1.47436243170874,2,2,11,17
22,1.18448954459303,0.221630059806246,4,2,11,17
22,0.673468935451737,1.00583287727939,4,2,11,17
22,-0.845680772701095,-0.564620914179443,1,2,11,17
22,0.196906486217966,0.735428323245942,4,2,11,17
22,-0.750833451445984,-0.351402878202119,1,2,11,17
22,-0.1590688899925,-0.86506756900664,1,2,11,17
22,-0.669642475683387,-1.25201468642373,1,2,11,17
22,-0.612645572290083,-0.92078727376574,1,2,11,17
22,1.59137834774312,0.185039773119406,4,2,11,17
22,-0.517842765436707,-0.623615081112489,1,2,11,17
22,-0.475486342949756,-0.17751806989174,1,2,11,17
22,-0.140108611276327,-0.363850838938116,1,2,11,17
22,-0.393499336613558,0.24745051455473,1,2,11,17
22,-0.714086421401348,1.30357911986377,3,2,11,17
22,-0.294546696083249,-0.659868725646716,1,2,11,17
22,1.49528666996364,-0.438046906623198,4,2,11,17
22,-1.2853804197981,-1.59017675891948,2,2,11,17
22,-0.152575916765726,0.0625101785956485,1,2,11,17
22,-0.108846825803615,-0.411797819954523,1,2,11,17
22,-0.0563592426443051,-0.271794267127702,1,2,11,17
22,-0.0172275205546188,-0.228965297648449,1,2,11,17
22,0.0342274391907318,0.0798879615258977,1,2,11,17
22,0.0832531169187619,-0.160313727260945,1,2,11,17
22,1.28435457619381,0.715831406738733,5,2,11,17
22,-1.62525943285099,-1.43576583522891,2,2,11,17
22,0.221744093016084,0.528362055208512,4,2,11,17
22,-0.442919768512612,-0.515234004836426,1,2,11,17
22,1.77774684009609,0.218070854269558,4,2,11,17
22,0.352577386845673,0.493903746501983,4,2,11,17
22,-1.70482022031981,-1.69154392233206,2,2,11,17
22,-0.894047956036702,1.28269019742824,3,2,11,17
22,-1.00016761127809,1.3207916440348,3,2,11,17
22,-0.0361750581755598,-0.168166191982509,1,2,11,17
22,-1.08255512159426,-1.57525463645414,2,2,11,17
22,0.64453090263743,0.156247394063319,4,2,11,17
22,0.676265272388642,0.612090054127458,4,2,11,17
22,0.722087090320587,1.09150085241258,4,2,11,17
22,1.31666114959145,-0.364164911709682,4,2,11,17
22,0.827010811631084,0.917522837406365,4,2,11,17
22,0.866527968213005,0.827852514309948,4,2,11,17
22,0.921611729450466,0.279539147951267,4,2,11,17
22,0.959242831619367,1.74406292156616,5,2,11,17
22,-1.00265147674703,1.87274551292105,3,2,11,17
22,0.50604211527482,0.596706718872318,4,2,11,17
22,-0.1258450215525,-1.14314066722463,1,2,11,17
22,0.996913739625856,0.910333670484085,4,2,11,17
22,0.579243038609281,0.273135783959287,4,2,11,17
22,0.275413414476475,1.06207064858041,4,2,11,17
22,0.663654019240041,1.07280004900668,4,2,11,17
22,1.34297669746985,1.55570305449939,5,2,11,17
22,-0.478870647686884,1.2047228216924,3,2,11,17
22,1.43616917465659,1.07501694363208,5,2,11,17
22,1.48096245880887,0.88759302026118,5,2,11,17
22,1.5170209128061,1.23590646653397,5,2,11,17
22,1.14256519584319,0.256534509154723,4,2,11,17
22,-1.33010611832273,-1.49682502977059,2,2,11,17
22,1.16473731868907,-0.0459452561418353,4,2,11,17
22,1.20790142876465,-0.0446822168783639,4,2,11,17
22,0.590407927064781,0.794934692759917,4,2,11,17
22,1.79561813165359,1.96640987772366,5,2,11,17
22,0.433268282199195,-1.81606553948859,1,3,11,17
22,0.561922565869094,-2.07601721783516,1,3,11,17
22,-1.87767855361469,-1.1638270211745,2,3,11,17
22,-0.0392341903445535,-1.44381916346378,1,3,11,17
22,0.47627398003474,-1.05439832142585,1,3,11,17
22,0.613680696900048,-1.81775468059846,1,3,11,17
22,1.28754569649844,1.47121496737054,3,3,11,17
22,-1.54532630053404,-1.0859008504382,2,3,11,17
22,-1.49679911400684,-1.02030399866801,2,3,11,17
22,-1.44691851276572,-1.77461306745784,2,3,11,17
22,1.00407666530839,-1.188372816259,1,3,11,17
22,1.32823746843299,1.03760049734932,3,3,11,17
22,-1.31438279801792,-0.43755516854686,2,3,11,17
22,-1.26532028619349,-1.19704891004366,2,3,11,17
22,-1.21458267513393,-0.766620581429804,2,3,11,17
22,-0.0980519402539534,-0.109565441900739,4,3,11,17
22,-0.418311628264123,0.670032762663688,5,3,11,17
22,-0.0236936553820613,0.0973978571227165,4,3,11,17
22,-1.01753543023666,-0.957468033777238,2,3,11,17
22,-0.975942162930396,-0.263098654493449,2,3,11,17
22,-0.912671491095724,-0.515369690867128,2,3,11,17
22,0.351891156778613,-1.31732234002943,1,3,11,17
22,-0.831003111221491,-1.62903086252245,2,3,11,17
22,-0.776260979237622,-0.951075886577028,2,3,11,17
22,-0.733034920904321,-0.540961518573837,2,3,11,17
22,-0.66995510868785,-0.98103664029961,2,3,11,17
22,-0.62959881400035,-0.853132924625824,2,3,11,17
22,-0.649711046574438,0.0572359580479784,4,3,11,17
22,1.73066934626511,1.45708186684713,3,3,11,17
22,-0.489864063470695,-0.426783863531542,4,3,11,17
22,-0.443425720939965,-0.686750429082991,4,3,11,17
22,-1.13245320641824,-0.357070171389057,2,3,11,17
22,-0.349864533716397,-0.446260372465956,4,3,11,17
22,-0.300782918884526,0.319641642529174,5,3,11,17
22,-0.249066750948058,-0.628412391852144,4,3,11,17
22,0.0485645021475044,0.405250544310679,5,3,11,17
22,-0.0182018060101618,0.324001109183121,5,3,11,17
22,-0.103000692793308,0.739149932519253,5,3,11,17
22,-0.732238984943976,0.241632620345083,4,3,11,17
22,-1.05180640470241,0.242783363074281,4,3,11,17
22,-1.04903096608373,0.356909747761021,4,3,11,17
22,0.088316979321666,-0.664734753758337,4,3,11,17
22,0.134366990257909,0.777961141078858,5,3,11,17
22,0.284546311427938,0.441656919776918,5,3,11,17
22,0.228817564375912,-0.154104612640216,4,3,11,17
22,-0.79261871114399,0.214552751332338,4,3,11,17
22,0.338436971618485,0.640736008185792,5,3,11,17
22,1.27391215043572,1.42670319461812,3,3,11,17
22,0.435763091068703,0.155254644798039,5,3,11,17
22,-0.0406765737556975,-1.38724654417379,1,3,11,17
22,0.528457261946862,0.677123383869927,5,3,11,17
22,0.58101098469907,0.461804990449557,5,3,11,17
22,0.623503678222133,0.859227688051457,5,3,11,17
22,0.664647082000446,0.507053410577005,5,3,11,17
22,0.717023246214672,0.688035948370308,5,3,11,17
22,0.76664014853641,1.13217497028995,5,3,11,17
